STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,purchase,Purchases,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IE,Ireland,2018,,132.40,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IE,Ireland,2019,,134.78,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IE,Ireland,2020,,134.40,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IE,Ireland,2021,,147.66,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IE,Ireland,2022,,167.58,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IE,Ireland,2023,,169.55,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IE,Ireland,2024,,184.83,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IE,Ireland,2025,,200.16,,p,provisional,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IS,Iceland,2016,,109.77,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IS,Iceland,2017,,131.20,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IS,Iceland,2018,,142.01,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IS,Iceland,2019,,148.29,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IS,Iceland,2020,,157.79,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IS,Iceland,2021,,177.57,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IS,Iceland,2022,,214.84,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IS,Iceland,2023,,231.57,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IS,Iceland,2024,,250.22,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IS,Iceland,2025,,263.10,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IT,Italy,2016,,100.10,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IT,Italy,2017,,98.90,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IT,Italy,2018,,98.00,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IT,Italy,2019,,97.60,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IT,Italy,2020,,99.40,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IT,Italy,2021,,101.60,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IT,Italy,2022,,105.10,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IT,Italy,2023,,105.50,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IT,Italy,2024,,107.80,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",IT,Italy,2025,,112.80,,p,provisional,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LT,Lithuania,2016,,106.47,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LT,Lithuania,2017,,115.58,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LT,Lithuania,2018,,123.78,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LT,Lithuania,2019,,132.50,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LT,Lithuania,2020,,142.72,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LT,Lithuania,2021,,167.17,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LT,Lithuania,2022,,197.74,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LT,Lithuania,2023,,211.26,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LT,Lithuania,2024,,231.46,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LT,Lithuania,2025,,256.14,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LU,Luxembourg,2016,,106.21,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LU,Luxembourg,2017,,112.26,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LU,Luxembourg,2018,,120.98,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LU,Luxembourg,2019,,134.12,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LU,Luxembourg,2020,,153.82,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LU,Luxembourg,2021,,176.81,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LU,Luxembourg,2022,,192.44,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LU,Luxembourg,2023,,171.11,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LU,Luxembourg,2024,,160.75,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LU,Luxembourg,2025,,163.28,,p,provisional,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LV,Latvia,2016,,108.51,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LV,Latvia,2017,,118.17,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LV,Latvia,2018,,130.24,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LV,Latvia,2019,,141.83,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LV,Latvia,2020,,145.40,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LV,Latvia,2021,,165.80,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LV,Latvia,2022,,189.30,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LV,Latvia,2023,,190.76,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LV,Latvia,2024,,195.38,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",LV,Latvia,2025,,211.94,,p,provisional,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",MT,Malta,2016,,106.78,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",MT,Malta,2017,,112.58,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",MT,Malta,2018,,117.58,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",MT,Malta,2019,,123.51,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",MT,Malta,2020,,131.58,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",MT,Malta,2021,,134.44,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",MT,Malta,2022,,142.36,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",MT,Malta,2023,,152.02,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",MT,Malta,2024,,162.91,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",MT,Malta,2025,,173.56,,p,provisional,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NL,Netherlands,2016,,105.51,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NL,Netherlands,2017,,114.06,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NL,Netherlands,2018,,124.57,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NL,Netherlands,2019,,133.34,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NL,Netherlands,2020,,143.85,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NL,Netherlands,2021,,165.50,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NL,Netherlands,2022,,187.52,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NL,Netherlands,2023,,182.18,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NL,Netherlands,2024,,198.10,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NL,Netherlands,2025,,215.10,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NO,Norway,2016,,108.25,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NO,Norway,2017,,114.35,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NO,Norway,2018,,115.64,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NO,Norway,2019,,118.77,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NO,Norway,2020,,124.17,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NO,Norway,2021,,136.71,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NO,Norway,2022,,143.97,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NO,Norway,2023,,144.03,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NO,Norway,2024,,148.44,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",NO,Norway,2025,,156.96,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PL,Poland,2016,,102.55,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PL,Poland,2017,,107.13,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PL,Poland,2018,,115.17,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PL,Poland,2019,,127.16,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PL,Poland,2020,,144.68,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PL,Poland,2021,,158.10,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PL,Poland,2022,,176.72,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PL,Poland,2023,,189.59,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PL,Poland,2024,,215.02,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PL,Poland,2025,,223.99,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PT,Portugal,2016,,108.68,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PT,Portugal,2017,,119.98,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PT,Portugal,2018,,133.20,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PT,Portugal,2019,,146.85,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PT,Portugal,2020,,160.18,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PT,Portugal,2021,,175.63,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PT,Portugal,2022,,200.03,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PT,Portugal,2023,,217.44,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PT,Portugal,2024,,238.63,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",PT,Portugal,2025,,283.67,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",RO,Romania,2016,,106.00,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",RO,Romania,2017,,113.73,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",RO,Romania,2018,,120.48,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",RO,Romania,2019,,125.03,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",RO,Romania,2020,,131.20,,,,,
dataflow,ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),House price index (2015 = 100) - annual data,A,Annual,DW_EXST,Purchases of existing dwellings,I15_A_AVG,"Annual average index, 2015=100",RO,Romania,2021,,137.78,,,,,
