 STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,na_item,National accounts indicator (ESA 2010),ppp_cat,Analytical categories for purchasing power parities (PPPs) calculation,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,1997,,1957,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,1998,,2217,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,1999,,2670,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2000,,3257,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2001,,3591,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2002,,3860,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2003,,4149,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2004,,4715,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2005,,5287,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2006,,5843,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2007,,6868,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2008,,7889,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2009,,7589,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2010,,7453,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2011,,7684,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2012,,7920,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2013,,7997,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2014,,8443,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2015,,8600,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2016,,9036,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2017,,9536,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2018,,10440,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2019,,11337,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2020,,10803,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2021,,11855,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2022,,13902,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2023,,16477,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AL,Albania,2024,,18880,,e,estimated,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,1995,,121058,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,1996,,123808,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,1997,,123602,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,1998,,127676,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,1999,,132213,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2000,,138485,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2001,,143668,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2002,,146476,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2003,,151928,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2004,,157334,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2005,,164260,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2006,,171593,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2007,,178453,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2008,,184897,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2009,,187982,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2010,,193330,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2011,,200929,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2012,,206987,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2013,,210907,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2014,,215378,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2015,,221396,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2016,,228823,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2017,,236998,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2018,,244554,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2019,,251601,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2020,,240122,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2021,,259645,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2022,,288067,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2023,,309216,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,AT,Austria,2024,,322979,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2005,,9353,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2006,,10177,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2007,,11161,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2008,,12539,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2009,,12160,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2010,,12356,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2011,,12689,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2012,,12929,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2013,,13011,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2014,,13196,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2015,,13352,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2016,,13574,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2017,,13892,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2018,,14455,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2019,,15026,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2020,,14627,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2021,,15605,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2022,,17950,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2023,,19882,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2024,,20651,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,1995,,144895,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,1996,,146811,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,1997,,146097,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,1998,,152259,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,1999,,157847,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2000,,167204,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2001,,172750,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2002,,177386,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2003,,182713,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2004,,189774,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2005,,197786,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2006,,206708,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2007,,216537,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2008,,228190,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2009,,232654,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2010,,244529,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2011,,253819,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2012,,263107,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2013,,269199,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2014,,274248,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2015,,280224,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2016,,288824,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2017,,299784,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2018,,310936,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2019,,320255,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2020,,305439,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2021,,331054,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2022,,374044,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2023,,398989,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BE,Belgium,2024,,414791,,p,provisional,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BG,Bulgaria,1995,,9514,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BG,Bulgaria,1996,,7984,,,,,
dataflow,ESTAT:PRC_PPP_IND(1.0),"Purchasing power parities (PPPs), price level indices and real expenditures for ESA 2010 aggregates",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,BG,Bulgaria,1997,,7249,,,,,
