"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.230180397621976","0.231260415824887","0.238903025401719","0.241510810631813","0.245608019199964","0.251243596884573","0.253476946829719","0.247592302307905","0.263567329332971","0.245177860813079","0.234496493628346","0.231893420962206","0.226271977501146","0.229921351634008","0.258174355672333","0.301125032189577","0.336198520044853","0.415133031491703","0.48262626307684","0.414081032545684","0.42864740558043","0.439327843404336","0.392676638156533","0.389234712064043","0.395647600550136","0.359992907269505","0.333428009699777","0.320657413960074","0.325840237476222","0.30697812531997","0.290261718464722","0.294263704063936","0.342980404731776","0.377322487024075","0.372454907754803",
"American Samoa","ASM","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.584081866300115","0.582529202798322","0.586243407525563","0.585931219738967","0.59426713475433","0.59980508900817","0.609110811744144","0.613935681374959","0.623387392024078","0.627050820538237","0.622576705055519","0.621432571371222","0.619721979982889","0.604810601695189","0.602805505212218","0.611824278480581","0.600154678114859","0.609854816311437","0.626677662662237","0.629747343858952","0.632187123204981","0.626435809665256","0.679644769210418","0.691688851440989","0.716707426544978","0.766132850867811","0.776572018041041","0.791976805086489","0.745117752640337","0.711711954187463","0.687060576898081","0.67384993588483","0.671653411291744","0.680169470159881","0.706075246261648",
"Australia","AUS","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.04994332492249","1.05741683874608","1.02028150470123","0.921086284429455","0.898806641300588","0.971930501930502","0.99501138466511","1.02255826802588","0.881077121345723","0.812727158791829","0.824003155136769","0.712430812030898","0.699280099746918","0.787407105416424","0.970813771517997","1.04368443407042","1.05019100058551","1.11998115725838","1.3242022500479","1.06211916394983","1.32438124262335","1.4898029406574","1.58813708930645","1.48463832585606","1.33345543379171","1.22642564340216","1.05560473092982","1.11433622258473","1.13974126437851","1.04365870910572","0.959384642611267","1.04168691118311","0.986720292440899","0.919482695957679","0.904685699150737",
"Austria","AUT","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.11417765944572","1.08775604007071","1.16928499874781","1.10885957648172","1.1334706661848","1.28058687047905","1.21411879386535","1.05048596234074","1.02575589150734","0.98467725485174","0.838183006298041","0.826572012836615","0.850824401474903","1.00460503632196","1.09221216079962","1.09721173072685","1.0798526562","1.18954889895647","1.25664877063125","1.17685603715156","1.11669887413334","1.15723540643969","1.04536573329375","1.05861765481608","1.06120244100745","0.886055884940234","0.859987342362259","0.875513078895296","0.90390612466745","0.826543853772548","0.832431382006228","0.851986982364327","0.737636350892999","0.795041684003936","0.793561311610156",
"Azerbaijan","AZE","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.231774539672428","0.135796559138075","0.0142732301575831","0.0640329210525916","0.0593192851303854","0.13346273163242","0.170014230513329","0.197050975186491","0.198784953782937","0.188042061555978","0.190482622201778","0.183491443527433","0.180386684644792","0.187285651842637","0.199143591335202","0.230252665446194","0.263136175096473","0.321642152482476","0.421770002132511","0.347506107754411","0.391384681005517","0.485648453862554","0.468663032828634","0.456078757373564","0.449272061484404","0.364869265023484","0.266974276483708","0.289691151445364","0.310135082130732","0.288195627577165","0.278952156796175","0.268904794664944","0.344562064225688","0.301587568908457","0.290320462922242",
"Burundi","BDI","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.415871844707835","0.395069060649247","0.354770288131225","0.320337393374841","0.321405304260653","0.369748131243639","0.342838702528231","0.383402650163008","0.332511761362194","0.299460679002963","0.259167710622124","0.250154765143518","0.222014556592612","0.20953417685043","0.227035944840619","0.26628664876005","0.279331895287794","0.279988024948715","0.311337733267785","0.329431211031181","0.353178128652074","0.365965334988064","0.362651779812319","0.341656515880624","0.345878233838682","0.352342096596437","0.304779838527781","0.310920834313883","0.298490604417955","0.26981139202534","0.267010696685367","0.255886536688489","0.282081151637646","0.208867691441034","0.162060021532261",
"Belgium","BEL","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.10308063737325","1.07421972829297","1.15371643663739","1.0891895988806","1.12576923076923","1.26669540229885","1.20903583061889","1.04606562922869","1.03979217603912","0.992608763176836","0.831251294117649","0.799229338989765","0.82576953447059","0.990968897794508","1.10495967174016","1.10946477581945","1.09773740584235","1.20434046843373","1.27505674607812","1.1857533542207","1.10924967218334","1.15798288641051","1.0562723043293","1.07068360720236","1.06308492661882","0.887370657715625","0.864503507062648","0.87621912963059","0.905091802995293","0.823745167498038","0.818000876365761","0.851473673069754","0.745655316272376","0.791930874162759","0.77578970669375",
"Benin","BEN","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.432478904754808","0.406791750821509","0.329687831281419","0.408264164261899","0.272171567471178","0.341293312786514","0.349619513356631","0.312274293016568","0.321498652087998","0.329827349234152","0.291633725153698","0.282019712079441","0.303610802388777","0.367073081470029","0.396114137144978","0.400623018033093","0.40044778730332","0.42721707550691","0.478751330733857","0.462697953554824","0.43833344242432","0.467764925623806","0.456729495882223","0.465401450028336","0.451015632319698","0.367814614308269","0.355568311059753","0.365562331535047","0.388405399319898","0.359107222838605","0.369906554263773","0.380641373285173","0.329442331898828","0.337576097749116","0.334955165074581",
"Burkina Faso","BFA","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.597225953689656","0.53541342442035","0.559192868816092","0.503251132341007","0.288087421714803","0.335107042899675","0.32222251111455","0.2819422916349","0.297742369323226","0.330353899726809","0.27765173365233","0.273741871210162","0.293284188626488","0.349162299106827","0.374247268969521","0.376495630804648","0.366167815707884","0.398825762520239","0.458380699969942","0.442430646406922","0.43117682882239","0.473456689100212","0.465359499989582","0.462454016738664","0.460394575727433","0.37250676375849","0.352724439771253","0.347184934781015","0.374985188844771","0.342651114365447","0.346632975976805","0.360168978396194","0.316487286998797","0.320428901648763","0.340903828484538",
"Bangladesh","BGD","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.412023552654383","0.377312265471387","0.358355258679218","0.349674637326191","0.335527686369581","0.351242198227045","0.353379970069765","0.345390466493014","0.336453902718491","0.325111519579037","0.314290402009404","0.29592387173151","0.284447320412534","0.292766844660611","0.293195008830411","0.284740506122965","0.267591593658178","0.269848034800018","0.287450552418424","0.304133721025356","0.320176281394415","0.328734364602131","0.29986590924544","0.310995327609598","0.330036171007216","0.348202046269634","0.360173872532574","0.370925254495584","0.357957536790762","0.35220031278481","0.33865254349011","0.333668338762788","0.321456738450814","0.278867488460128","0.268837768070326",
"Bulgaria","BGR","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.313631051473952","0.122519162404596","0.145680227728326","0.1818737743281","0.156763162132026","0.291978577109467","0.214738166616671","0.23679301577288","0.29468372381584","0.285978363623398","0.252423366901168","0.254402654953923","0.268799065182721","0.323077377374181","0.368374625882449","0.378938587415526","0.396487283097804","0.459244037449396","0.506821376977923","0.492800731259357","0.458276721831676","0.498467719211461","0.455186312309831","0.461469487014212","0.448539696125713","0.384561051063429","0.377071497432371","0.389689428144738","0.410438647829852","0.386836054262906","0.393397185938739","0.418814018402081","0.390872228472527","0.423483147102118","0.4238008767789",
"Bahrain","BHR","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.34727966988767","0.329595742141205","0.310868039551529","0.294481578324035","0.309462926961343","0.306413605465269","0.301496687233952","0.299147145974032","0.274945086715168","0.278310463980564","0.311123981831426","0.29403749200234","0.299423927957354","0.318886295821521","0.344666958155926","0.380089327625197","0.401322361806136","0.423697381518058","0.46293162902896","0.400309534229301","0.442990894147324","0.475208770404471","0.466187190342521","0.479304043576902","0.487150206442112","0.494106947687074","0.501803762934372","0.493872989999487","0.506305472647891","0.481624988482354","0.45555112685295","0.49400361294442","0.494028550470928","0.456438099583553","0.447072988756715",
"Bahamas, The","BHS","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.981485752973289","0.973650794858364","0.989136386182291","0.958001360782372","0.958453165454361","0.946303104096701","0.938436469967927","0.940311294131647","0.958214225856386","0.99162239703877","0.978604860448626","0.960434796892828","0.983193791460774","0.975293134839181","0.961102963677675","0.979000300676875","0.95757817972462","0.959803694055995","0.955678288159939","0.939976234395561","0.925044271527521","0.89856344461441","0.919978032159248","0.912468042625818","0.918396825378532","0.955871813530898","0.94831266986888","0.929797828197479","0.926608264446259","0.931452453136444","0.962290525436401","0.977568686008453","0.950148701179469","0.978040717131196","0.957704859941285",
"Bosnia and Herzegovina","BIH","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.05759569037631","1.73381767134082","1.4011212596743","1.07285872425073","0.326936031298573","0.410426573731299","0.390137119584698","0.36992552921297","0.351694983726246","0.360439918320949","0.32275579648902","0.322232175221279","0.344406252695927","0.413583417393724","0.45351570330147","0.459987362567422","0.460829000097234","0.511485527688978","0.563854462335883","0.522212780707217","0.495939583674702","0.510442657491656","0.463760182808658","0.465805046922335","0.466164698681868","0.393484969221596","0.382085971171342","0.392239896809462","0.407035396252236","0.372670362029624","0.374486010732875","0.398942116206274","0.362527422789685","0.384810592703723","0.407687962807694",
"Belarus","BLR","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.326912973755802","0.338747545207063","0.337206743630061","0.342503601828662","0.348423642697728","0.356423403711752","0.359590168770012","0.30385323470195","0.298589165238554","0.22706671407073","0.220213416616006","0.199479562536275","0.220896903823733","0.247160464129978","0.280367720900622","0.324385917263668","0.350010383134939","0.384372714370325","0.459175813869131","0.38138914069785","0.393418055171112","0.39410613818874","0.383842757226501","0.420640471317667","0.438143113329308","0.329061992892785","0.282617796687098","0.314197036721733","0.317589301929991","0.306604704090341","0.263057861315616","0.27125674876434","0.28120964139832","0.256103926147166","0.251970634880616",
"Belize","BLZ","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.668018413296215","0.63083855661722","0.637979887679025","0.63489989265302","0.63781307363889","0.657710365419745","0.663621944448485","0.642453064340255","0.65080104052883","0.63108662809053","0.62602074232914","0.600471286511695","0.595373856339315","0.559865349483815","0.55688123428064","0.55616844219762","0.55691091644056","0.562859299261595","0.572130321261265","0.5543002903011","0.5599588315163","0.575614154338835","0.616191758024785","0.62538896656802","0.645751024128025","0.64524774465891","0.653350764318335","0.6657258272171","0.633025348186495","0.58777493238449","0.54347938299179","0.524310171604155","0.524911993898085","0.539663011297845","0.558523951168835",
"Bermuda","BMU","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.873403381180088","0.899160471142057","0.903864032849783","0.928815613927464","0.927218433818121","0.946124631545797","1.20194645884235","1.22911615131554","1.24877840756172","1.26474971669141","1.18434273972749","1.14240338744553","1.22144545376604","1.23163181812003","1.25565604820606","1.2998131644747","1.32873082855801","1.37873985657192","1.42178482540784","1.42781583984097","1.44221788984762","1.39679682254791","1.44923890256807","1.42204865225408","1.40246737743196","1.38070297151496","1.35237412323767","1.31113624572754","1.3166686296463","1.2727233171463","1.25638365745544","1.22146320343018","1.15665923980235","1.15941297869909","1.16051287468875",
"Bolivia","BOL","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2988936161756","0.301491717722644","0.306314466872038","0.291588736987841","0.284487868217831","0.298856030454407","0.309770116474117","0.310886120936094","0.313825497836911","0.300428139117163","0.29048807185854","0.270858818041371","0.252700709780088","0.246665871752845","0.250298667854376","0.252961188369508","0.280818946588058","0.299567696784593","0.351886581072477","0.351879769547272","0.378349828206261","0.429714328857294","0.438998727247517","0.435533666498522","0.43158053853801","0.418902991329314","0.402214120803876","0.388507560089598","0.391029552509402","0.381919099004499","0.373757592848517","0.358025589486107","0.35132484585485","0.33740849740835","0.357576486600968",
"Brazil","BRA","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.385940731432287","0.328779790338409","0.309679641419006","0.323538027831559","0.426893715589157","0.587476893210619","0.623943957986106","0.616093603557585","0.593790716784247","0.404601075991973","0.414281127919824","0.341402671509667","0.296980400226629","0.315304932873977","0.348083189474975","0.435671321505926","0.505010759600235","0.58470612076292","0.662563713347535","0.648111760935788","0.78906077693072","0.880673645932489","0.823901185938735","0.792432700567824","0.775557905543275","0.602923712646572","0.61752458070631","0.692387899669862","0.601449588635917","0.561911903420213","0.439346756877728","0.441063637995683","0.466941782963044","0.490072541764113","0.460310991307034",
"Barbados","BRB","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702822719022876","0.710392456725287","0.713313314910775","0.728879945326381","0.729412637464744","0.72169290491679","0.726708166277731","0.7209391157894","0.774974624865525","0.79803948529738","0.774390526950785","0.77441854690922","0.769491296810845","0.76301354716513","0.78633776767649","0.813268929577725","0.821257204040595","0.868457266656085","0.86743674018217","0.8463451132482","0.993826423605615","1.00944352149963","1.06116281767373","1.07238899991395","1.08592722787624","1.06456380645221","1.05840749483121","1.10022187232971","1.08111333847046","1.0971919298172","1.1594123840332","1.19210171699524","1.12016683865246","1.11566597358504","1.11881856875097",
"Brunei Darussalam","BRN","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.337015199895557","0.329599967201063","0.334937344340584","0.322783677702537","0.326269009840377","0.375401025062143","0.366991876618055","0.344988586635717","0.260329053621397","0.279837225112626","0.275428952929543","0.246287826915974","0.242344278213369","0.259667663859846","0.303755637832104","0.360416617484708","0.40266000665819","0.432738580802651","0.523835538513012","0.396967689396819","0.439230315726875","0.560616522309627","0.538284752693095","0.528646955917933","0.505093645530469","0.488378094270659","0.470422085266032","0.45451567970364","0.475651224087639","0.438716057849232","0.38451271483444","0.396261217644167","0.44782574791516","0.38679928534324","0.37128008938419",
"Bhutan","BTN","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.323634999319141","0.262477337025739","0.245279217908724","0.220988060172623","0.236249357322895","0.242428303554232","0.23554751110315","0.255104464515529","0.245776515412489","0.246567183021258","0.247964549978789","0.243294905808577","0.244566252943298","0.259337750783691","0.270888654066335","0.287385808369674","0.289203503553139","0.3229957993696","0.318066047680903","0.29668528926372","0.336138039141203","0.351331492131208","0.320751106261668","0.309216546079787","0.305629027036071","0.289220151299186","0.279626549268895","0.294182253802503","0.284070905384424","0.277082027278841","0.255844231550554","0.265299225735699","0.246373761872259","0.236213735423582","",
"Botswana","BWA","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.465382851549949","0.435738261457563","0.435328591009189","0.41862883482354","0.404952637861546","0.411592470868655","0.391385882722739","0.367818340412467","0.345549003109059","0.355688026173346","0.359938718804063","0.333011558898954","0.306294000094727","0.396489539385529","0.448297385067489","0.460346821197588","0.42120500960337","0.412968405316225","0.398474459392864","0.434952384264365","0.487382005133223","0.534444801624534","0.517842049838773","0.489452979663122","0.474719218947791","0.43420084706355","0.415886661199235","0.452526309501875","0.469279364219083","0.449378605766125","0.41349653200609","0.43472249726079","0.416918361506815","0.372468842900859","0.374680718683303",
"Central African Republic","CAF","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.808612726348451","0.751930903792402","0.805350831209505","0.710140543065668","0.441180044001616","0.52822301778232","0.488215334273746","0.424102252302367","0.413204388120195","0.40634719163902","0.373773531132255","0.355977482337318","0.361299555349254","0.42950772321843","0.439527328379198","0.444081863407238","0.449277740840113","0.48622506058266","0.54816866604723","0.520342621822404","0.509216414230887","0.544853265076815","0.512580925314448","0.513298831709742","0.586368738664722","0.476442611699605","0.468728775669819","0.489159057051831","0.502577856625797","0.456142130084464","0.434102399677371","0.436189893858498","0.383758190848947","0.394543889635489","0.408493388159423",
"Canada","CAN","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.06406924922866","1.08020424194815","1.01571440390502","0.941546391752577","0.883566930287053","0.880522442436607","0.885522552255226","0.86708435649285","0.798816312773846","0.801514437638823","0.826610329270756","0.788006198347108","0.783363920219206","0.874822639354793","0.947472713297464","1.00152170325136","1.06255729901269","1.12847872637557","1.15687910028116","1.05174000524888","1.18610318878474","1.2533674745823","1.24539814715215","1.18819105402396","1.11370101260246","0.975928577006643","0.910554611179205","0.934024592437356","0.931107550210113","0.917897265900007","0.896012083402402","0.927915649476044","0.884842514773854","0.8411087726146","0.829209407315147",
"Central Europe and the Baltics","CEB","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.39139576734811","1.37436052998605","1.39941686815531","1.33116608012994","1.42473934342327","1.62594080338266","1.52686003236246","1.27060704196238","1.26058904676507","1.20013047530289","1.05913074372335","1.04800959943114","1.09698447324522","1.27359768322566","1.36048090068355","1.35443944747832","1.27520976232254","1.2760613128957","1.37849598375035","1.3510752688172","1.40599104626448","1.57368452796766","1.44405930550931","1.41598012347048","1.3990716965291","1.2837489299194","1.21977962024143","1.20619077037651","1.20552826683483","1.14091117204599","1.17671705381632","1.15633508569553","1.03359803944671","1.11187993188572","1.10500213434747",
"Channel Islands","CHI","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.559731790779917","0.572770226889712","0.602490056793959","0.584217513589768","0.619561480170509","0.702656669534471","0.675517331756437","0.674677841351935","0.612375486786392","0.558172897263302","0.538951939286397","0.466837547598074","0.437251624591608","0.445744736539651","0.527073790637276","0.596021048572013","0.600786196206633","0.619637903325341","0.652371873825915","0.633100901800019","0.705042103807886","0.719989102292523","0.713366125717182","0.706432231162761","0.644228251712986","0.598182921181385","0.586926232660477","0.612462299819343","0.618827305229381","0.565978985887342","0.517332100591073","0.557130143098494","0.499852053245579","0.520314608369106","0.482427260913473",
"China","CHN","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.321468517836908","0.30238242601438","0.288251119449681","0.257564681536194","0.283142444391745","0.32522324619073","0.341677966647861","0.342455029353351","0.336290741335863","0.327581873007563","0.327041984851679","0.326971914726602","0.324042165344374","0.326162866027435","0.339833798848172","0.345295623385973","0.358081779685056","0.394321886909133","0.456827866414559","0.461440876135365","0.491890078475216","0.545459874582591","0.560850761320426","0.58446326675057","0.601244675363256","0.607229484631717","0.583084124337483","0.597750978388835","0.618820525117349","0.587635085934986","0.581769612527374","0.618301183741458","0.563151535845866","0.514361844113022","0.490802871328148",
